"ID","ID,性别,专业,学历,毕业去向,就业行业,期望薪资,工作城市,满意度评分,是否有实习经历,城市"
"9083","9083,女,,博士,创业,制造业,9500.0,深圳,4,是,"
"9084","9084,男,电子信息,本科,,政府机关,15000.0,南京,5,是,"
"9085","9085,女,市场营销,本科,创业,互联网,未知,南京,5,是,"
"9086","9086,女,法学,本科,出国,制造业,12500.0,杭州,差,是,"
"9087","9087,男,金融学,,出国,医疗,15000.0,上海,4,是,"
"9088","9088,女,临床医学,博士,公务员,制造业,4000.0,上海,4.540921035071524,否,上海 "
"9089","9089,男,金融学,硕士,考研,建筑,44553.842557711505,南京,5,否,"
"9090","9090,女,法学,硕士,自由职业,政府机关,5000.0,南京,1,是,"
"9091","9091,女,法学,本科,,医疗,6500.0,北京,3,否,"
"9092","9092,女,机械工程,本科,创业,互联网,9500.0,南京,2,否,"
"9093","9093,女,临床医学,博士,自由职业,互联网,,南京,4,否,"
"9094","9094,女,,博士,,制造业,,武汉,2,是,"
"9095","9095,其他1,计算机,博士,考研,互联网,10500.0,广州,1.2982766627409017,是,"
"9096","9096,男,,本科,,建筑,8000.0,成都,4,否,"
"9097","9097,男,环境工程,本科,自由职业,建筑,12500.0,广州,4,否,"
"9098","9098,男,法学,硕士,就业,医疗,15000.0,广州,1,是,"
"9099","9099,男,市场营销,本科,公务员,医疗,5500.0,杭州,5,否,"
"9100","9100,女,市场营销,博士,公务员,政府机关,14000.0,武汉,3,否,"
"9101","9101,男,法学,博士,就业,制造业,9500.0,深圳,5,否,"
"9102","9102,女,市场营销,硕士,出国,文化传媒,9000.0,上海,2,否,"
"9103","9103,男,机械工程,博士,出国,互联网,,广州,2,否,"
"9104","9104,其他1,汉语言文学,硕士,,文化传媒,42964.118460997895,广州,5,否,"
"9105","9105,男,计算机,博士,自由职业,建筑,44858.763806918454,上海,1,是,"
"9106","9106,男,临床医学,博士,就业,建筑,-6575,武汉,5,是,"
"9107","9107,女,,硕士,公务员,医疗,10000.0,上海,2.5302068948485466,是,"
"9108","9108,女,机械工程,硕士,考研,医疗,13000.0,上海,5,否,"
"9109","9109,男,土木工程,硕士,出国,银行,12000.0,成都,3,否,"
"9110","9110,男,土木工程,本科,公务员,医疗,9500.0,南京,4,是,"
"9111","9111,男,机械工程,博士,就业,教育,-7812,成都,1,是,"
"9112","9112,女,汉语言文学,硕士,就业,医疗,15000.0,上海,差,是,"
"9113","9113,男,法学,本科,自由职业,银行,-7438,西安,4,否,"
"9114","9114,男,临床医学,本科,,文化传媒,-7139,杭州,1,是,"
"9115","9115,女,,硕士,就业,互联网,5000.0,武汉,3,否,"
"9116","9116,男,电子信息,本科,就业,制造业,,武汉,差,是,"
"9117","9117,男,法学,本科,出国,医疗,9000.0,西安,2,否,"
"9118","9118,男,土木工程,博士,创业,互联网,9000.0,西安,4,否,"
"9119","9119,男,,博士,考研,教育,未知,深圳,3,否,"
"9120","9120,男,汉语言文学,,就业,政府机关,41591.37070601431,广州,4,否,上海 "
"9121","9121,男,临床医学,本科,就业,医疗,7500.0,西安,2,是,上海 "
"9122","9122,男,计算机,本科,考研,建筑,37340.19360499404,成都,1,否,"
"9123","9123,女,环境工程,本科,,医疗,-1051,成都,3,是,"
"9124","9124,男,,硕士,自由职业,医疗,,北京,2,否,"
"9125","9125,女,电子信息,博士,自由职业,银行,4000.0,北京,2,是,"
"9126","9126,女,汉语言文学,博士,,银行,1822099,武汉,4,否,"
"9127","9127,男,,,公务员,教育,13500.0,成都,2,是,"
"9128","9128,男,市场营销,本科,出国,医疗,11000.0,深圳,2,否,"
"9129","9129,男,环境工程,本科,,政府机关,10000.0,广州,3,是,"
"9130","9130,男,机械工程,博士,创业,教育,12000.0,南京,4,否,"
"9131","9131,女,计算机,硕士,创业,银行,8500.0,杭州,3,是,"
"9132","9132,男,环境工程,本科,出国,银行,6500.0,武汉,1,是,"
"9133","9133,女,汉语言文学,硕士,公务员,制造业,10000.0,青岛,4,是,"
"9134","9134,女,电子信息,本科,公务员,文化传媒,4500.0,青岛,5,否,"
"9135","9135,女,市场营销,博士,,制造业,未知,武汉,3,是,"
"9136","9136,男,法学,硕士,公务员,文化传媒,未知,北京,2,否,上海 "
"9137","9137,男,机械工程,博士,考研,教育,10500.0,杭州,4,否,"
"9138","9138,女,计算机,博士,考研,政府机关,3947605,青岛,1,否,"
"9139","9139,女,法学,博士,创业,制造业,11000.0,深圳,2,是,"
"9140","9140,女,,,创业,文化传媒,15000.0,北京,2,否,"
"9141","9141,女,金融学,本科,,政府机关,9500.0,西安,4,是,"
"9142","9142,男,临床医学,硕士,出国,互联网,8500.0,西安,差,是,"
"9143","9143,男,,博士,自由职业,医疗,10000.0,深圳,2,是,"
"9144","9144,男,金融学,硕士,自由职业,教育,7500.0,青岛,5,是,"
"9145","9145,女,计算机,博士,创业,医疗,13000.0,杭州,4,否,上海 "
"9146","9146,男,电子信息,硕士,创业,互联网,13000.0,广州,2,否,上海 "
"9147","9147,女,土木工程,本科,公务员,制造业,5500.0,北京,1,否,"
"9148","9148,男,计算机,本科,自由职业,银行,11000.0,北京,1,是,"
"9149","9149,女,电子信息,,创业,银行,7500.0,杭州,4.607631710985056,是,"
"9150","9150, 女,电子信息,硕士,就业,教育,42282.00556634659,武汉,4,否,"
"9151","9151,男,电子信息,硕士,创业,医疗,,西安,差,否,"
"9152","9152,男,土木工程,本科,公务员,政府机关,9500.0,武汉,差,否,"
"9153","9153,男,市场营销,本科,创业,制造业,14000.0,深圳,4,是,"
"9154","9154,女,市场营销,本科,创业,银行,13000.0,青岛,2,是,"
"9155","9155,女,,硕士,考研,制造业,37216.360729373235,武汉,3,否,"
"9156","9156,女,市场营销,硕士,就业,互联网,13500.0,武汉,4,是,上海 "
"9157","9157,女,,博士,自由职业,制造业,10500.0,北京,4,是,"
"9158","9158,女,汉语言文学,硕士,就业,建筑,13000.0,成都,3,是,"
"9159","9159,男,临床医学,博士,自由职业,制造业,9500.0,广州,4,是,上海 "
"9160","9160, 女,土木工程,博士,,互联网,,上海,2,是,"
"9161","9161,女,,,,建筑,7500.0,成都,3,是,"
"9162","9162,男,电子信息,本科,考研,互联网,10000.0,南京,3,否,上海 "
"9163","9163,女,环境工程,博士,自由职业,教育,11000.0,广州,2,否,"
"9164","9164,男,计算机,硕士,,医疗,14000.0,西安,差,否,"
"9165","9165,女,机械工程,博士,出国,银行,6500.0,武汉,2,是,"
"9166","9166,男,土木工程,本科,就业,建筑,4500.0,北京,5,是,"
"9167","9167,女,临床医学,本科,,医疗,5500.0,武汉,3,是,上海 "
"9168","9168,男,,本科,考研,互联网,13500.0,西安,5,是,"
"9169","9169,女,环境工程,硕士,公务员,制造业,7000.0,广州,4,是,"
"9170","9170,男,市场营销,本科,考研,文化传媒,-9719,西安,3,否,"
"9171","9171,男,临床医学,博士,自由职业,制造业,11000.0,上海,1,是,"
"9172","9172,男,计算机,博士,就业,文化传媒,4000.0,成都,4,否,"
"9173","9173,男,电子信息,硕士,,建筑,11000.0,北京,差,是,"
"9174","9174,其他1,土木工程,硕士,就业,文化传媒,13500.0,南京,3,否,"
"9175","9175,男,,博士,创业,医疗,6000.0,南京,1,是,"
"9176","9176,男,电子信息,,自由职业,银行,-4131,上海,1,是,"
"9177","9177,男,金融学,博士,就业,政府机关,15000.0,北京,2,否,"
"9178","9178,女,计算机,博士,自由职业,互联网,5000.0,青岛,1,否,"
"9179","9179,女,,硕士,自由职业,银行,4000.0,成都,3,是,上海 "
"9180","9180,女,计算机,本科,创业,互联网,13000.0,青岛,差,否,"
"9181","9181,女,法学,硕士,考研,互联网,4863089,南京,4,否,"
"9182","9182,女,土木工程,博士,创业,建筑,,北京,差,是,"
"9183","9183,女,临床医学,博士,就业,文化传媒,5000.0,南京,5,否,"
"9184","9184,女,,硕士,自由职业,互联网,,成都,3,是,上海 "
"9185","9185,男,临床医学,博士,自由职业,政府机关,6000.0,武汉,4,是,"
"9186","9186,男,汉语言文学,博士,公务员,政府机关,11500.0,北京,1,否,"
"9187","9187,女,临床医学,,自由职业,银行,9500.0,青岛,4,是,"
"9188","9188,女,金融学,硕士,出国,教育,9000.0,成都,差,是,"
"9189","9189,男,金融学,硕士,创业,医疗,15000.0,西安,2,否,"
"9190","9190,女,临床医学,,,制造业,12000.0,西安,3,否,"
"9191","9191,其他1,环境工程,本科,,文化传媒,13000.0,西安,2,是,"
"9192","9192,女,土木工程,本科,考研,银行,46733.61242246467,杭州,3,否,"
"9193","9193,男,土木工程,本科,就业,制造业,5500.0,北京,3,否,"
"9194","9194,男,汉语言文学,本科,自由职业,互联网,6000.0,武汉,2,是,"
"9195","9195,男,汉语言文学,本科,创业,建筑,11500.0,杭州,4,是,"
"9196","9196,女,环境工程,本科,公务员,互联网,9500.0,上海,5,否,"
"9197","9197,其他1,土木工程,本科,考研,制造业,7500.0,上海,1,是,"
"9198","9198,女,环境工程,硕士,自由职业,医疗,13000.0,南京,3,是,"
"9199","9199,男,汉语言文学,博士,,建筑,13000.0,南京,5,否,"
"9200","9200,男,市场营销,博士,创业,建筑,33430.492847442045,广州,2,是,"
"9201","9201,女,临床医学,,,教育,9000.0,杭州,5,否,"
"9202","9202,男,环境工程,博士,就业,文化传媒,6500.0,成都,1,是,"
"9203","9203,女,环境工程,硕士,创业,政府机关,11000.0,南京,4,否,"
"9204","9204,女,市场营销,硕士,自由职业,政府机关,13500.0,深圳,1,是,"
"9205","9205,女,计算机,本科,出国,银行,7500.0,西安,5,否,"
"9206","9206,男,土木工程,,自由职业,文化传媒,,广州,3,是,"
"9207","9207,女,机械工程,硕士,就业,文化传媒,48789.86017697652,上海,1,是,"
"9208","9208,男,,博士,就业,教育,13500.0,广州,3,否,"
"9209","9209,男,土木工程,博士,公务员,互联网,5000.0,西安,2,否,上海 "
"9210","9210,男,临床医学,硕士,自由职业,政府机关,,成都,3,是,"
"9211","9211,女,汉语言文学,硕士,就业,医疗,12500.0,上海,5,是,"
"9212","9212,女,汉语言文学,硕士,,互联网,13000.0,南京,5,是,"
"9213","9213,女,机械工程,博士,公务员,教育,8000.0,武汉,5,是,上海 "
"9214","9214,女,土木工程,博士,考研,医疗,11776.30534691919,杭州,2,否,"
"9215","9215,女,法学,博士,公务员,建筑,6000.0,西安,2,否,"
"9216","9216,其他1,市场营销,,公务员,互联网,10500.0,杭州,2,是,"
"9217","9217,女,机械工程,本科,出国,文化传媒,5500.0,上海,1,否,"
"9218","9218,女,市场营销,博士,考研,建筑,-1880,杭州,4,是,"
"9219","9219,女,环境工程,硕士,,政府机关,13500.0,成都,3,否,"
"9220","9220,男,机械工程,,出国,制造业,9500.0,成都,3,否,"
"9221","9221,女,电子信息,本科,公务员,建筑,13000.0,青岛,1,否,"
"9222","9222,男,市场营销,硕士,,互联网,7000.0,成都,3,否,"
"9223","9223,男,,博士,,文化传媒,10500.0,南京,5,是,"
"9224","9224,女,汉语言文学,硕士,出国,互联网,4500.0,武汉,2,否,上海 "
"9225","9225,男,市场营销,博士,,政府机关,11500.0,北京,3,是,"
"9226","9226,男,土木工程,硕士,就业,文化传媒,35792.42417286075,武汉,4,是,"
"9227","9227,男,市场营销,博士,就业,银行,,南京,1,是,"
"9228","9228,女,金融学,本科,公务员,文化传媒,10000.0,成都,3,是,"
"9229","9229,男,法学,硕士,自由职业,教育,未知,广州,5,否,"
"9230","9230,女,机械工程,本科,公务员,银行,未知,上海,5,是,"
"9231","9231,女,,硕士,自由职业,互联网,12000.0,杭州,5,是,"
"9232","9232,男,临床医学,硕士,公务员,医疗,-5117,广州,3,是,"
"9233","9233,男,法学,本科,考研,制造业,,北京,2,否,"
"9234","9234,女,机械工程,博士,自由职业,银行,8500.0,武汉,5,否,"
"9235","9235,女,计算机,硕士,自由职业,建筑,5500.0,杭州,4,是,"
"9236","9236,女,市场营销,,创业,医疗,,青岛,1,是,"
"9237","9237,女,临床医学,本科,考研,政府机关,4000.0,深圳,1,是,"
"9238","9238,女,计算机,硕士,自由职业,建筑,未知,杭州,4,否,"
"9239","9239,男,环境工程,本科,出国,文化传媒,6000.0,西安,1,是,上海 "
"9240","9240,其他1,电子信息,博士,考研,医疗,13000.0,武汉,3,是,上海 "
"9241","9241,男,金融学,硕士,就业,银行,14500.0,上海,3,是,"
"9242","9242,男,,本科,就业,银行,1014557,上海,5,否,"
"9243","9243,女,机械工程,本科,出国,银行,9500.0,杭州,4,是,"
"9244","9244,男,电子信息,博士,自由职业,政府机关,4000.0,青岛,3,否,上海 "
"9245","9245,男,金融学,博士,创业,互联网,13500.0,成都,5,否,"
"9246","9246,其他1,临床医学,博士,考研,文化传媒,11000.0,杭州,2,是,"
"9247","9247,女,市场营销,本科,出国,教育,13000.0,深圳,差,否,"
"9248","9248,女,临床医学,本科,出国,政府机关,4000.0,杭州,1,是,"
"9249","9249,男,市场营销,博士,考研,互联网,未知,北京,1,是,"
"9250","9250,男,金融学,硕士,创业,建筑,10000.0,武汉,1,是,"
"9251","9251,女,计算机,,公务员,教育,4000.0,深圳,1,否,"
"9252","9252,男,金融学,硕士,考研,银行,10500.0,上海,4,是,"
"9253","9253,其他1,法学,博士,公务员,医疗,未知,杭州,5,否,"
"9254","9254,男,计算机,本科,自由职业,教育,14000.0,西安,2,是,"
"9255","9255,女,,硕士,出国,教育,10000.0,武汉,2.675223172077967,否,"
"9256","9256,其他1,市场营销,硕士,自由职业,银行,未知,广州,差,否,"
"9257","9257,女,金融学,,公务员,制造业,13500.0,深圳,2,是,"
"9258","9258,男,法学,博士,公务员,医疗,,青岛,2,是,"
"9259","9259,女,市场营销,硕士,公务员,互联网,8500.0,深圳,3,否,"
"9260","9260,女,金融学,博士,公务员,制造业,7500.0,北京,4,是,"
"9261","9261,男,环境工程,,自由职业,政府机关,11500.0,杭州,5,否,"
"9262","9262,女,汉语言文学,博士,就业,银行,未知,成都,3.4853052840659435,是,"
"9263","9263,其他1,土木工程,博士,公务员,建筑,14500.0,南京,4,是,"
"9264","9264,女,法学,博士,自由职业,文化传媒,28291.070147498907,西安,4,否,"
"9265","9265,男,金融学,本科,出国,政府机关,-7923,北京,2,否,上海 "
"9266","9266,女,,硕士,就业,教育,13500.0,杭州,1,是,"
"9267","9267,其他1,计算机,本科,就业,医疗,15000.0,深圳,4,是,"
"9268","9268,男,机械工程,博士,创业,制造业,未知,北京,5,否,"
"9269","9269,女,法学,,出国,文化传媒,12500.0,深圳,3,否,"
"9270","9270,女,,本科,考研,银行,14000.0,上海,1,是,"
"9271","9271,女,汉语言文学,本科,创业,互联网,8000.0,上海,1,否,"
"9272","9272,女,市场营销,本科,自由职业,建筑,9500.0,西安,2,是,上海 "
"9273","9273,男,法学,博士,考研,文化传媒,,武汉,4,是,"
"9274","9274,女,,本科,公务员,文化传媒,10000.0,武汉,1.2202343839510499,是,"
"9275","9275,男,市场营销,博士,,互联网,5500.0,广州,3,否,"
"9276","9276,男,汉语言文学,硕士,,银行,7000.0,南京,2,否,"
"9277","9277,女,法学,博士,就业,银行,未知,北京,1,否,"
"9278","9278,女,金融学,本科,创业,政府机关,10000.0,西安,1,是,"
"9279","9279,其他1,电子信息,博士,自由职业,教育,18377.23003794962,广州,3,否,"
"9280","9280,男,金融学,本科,创业,医疗,13500.0,杭州,2,是,"
"9281","9281,女,,硕士,出国,文化传媒,10500.0,上海,3,否,上海 "
"9282","9282,男,电子信息,本科,就业,制造业,11500.0,杭州,3,否,"
"9283","9283,女,,硕士,,银行,4000.0,深圳,4,是,"
"9284","9284,女,电子信息,本科,考研,医疗,9500.0,南京,3,是,"
"9285","9285,其他1,金融学,本科,自由职业,教育,12000.0,深圳,5,是,"
"9286","9286,女,计算机,,考研,文化传媒,21991.74676569019,广州,2,是,"
"9287","9287,女,,本科,创业,互联网,3064122,广州,3,否,上海 "
"9288","9288,女,土木工程,博士,出国,互联网,9500.0,深圳,4,是,上海 "
"9289","9289,男,市场营销,本科,,政府机关,14000.0,深圳,3,是,"
"9290","9290,男,,博士,公务员,医疗,6500.0,深圳,5,否,"
"9291","9291,女,金融学,硕士,自由职业,建筑,8000.0,青岛,5,是,"
"9292","9292,女,计算机,,创业,医疗,-6789,成都,3,是,"
"9293","9293,男,环境工程,博士,公务员,医疗,9000.0,西安,4,是,"
"9294","9294,男,电子信息,本科,,医疗,3187759,深圳,4,否,"
"9295","9295,女,汉语言文学,本科,创业,政府机关,10000.0,武汉,2,是,"
"9296","9296,女,金融学,本科,创业,建筑,7000.0,成都,1,是,"
"9297","9297,女,金融学,本科,就业,互联网,未知,杭州,5,是,"
"9298","9298,女,计算机,硕士,自由职业,建筑,6500.0,广州,1,是,"
"9299","9299,女,市场营销,博士,,教育,14000.0,青岛,1,否,"
"9300","9300,女,土木工程,硕士,就业,制造业,15000.0,北京,5,否,"
"9301","9301,女,金融学,本科,考研,制造业,1082982,深圳,1,否,上海 "
"9302","9302,女,电子信息,硕士,,银行,4500.0,青岛,3,否,"
"9303","9303,男,计算机,博士,出国,教育,11500.0,上海,4,否,"
"9304","9304,男,临床医学,本科,自由职业,政府机关,4500.0,成都,1,否,"
"9305","9305,女,,硕士,公务员,互联网,-1234,深圳,4,否,"
"9306","9306,男,汉语言文学,本科,,制造业,,杭州,3,是,"
"9307","9307,女,,本科,创业,教育,49105.12706703501,北京,3,是,上海 "
"9308","9308,男,环境工程,本科,创业,政府机关,7500.0,武汉,1,是,上海 "
"9309","9309,男,汉语言文学,硕士,公务员,建筑,13500.0,成都,4,是,"
"9310","9310,男,,博士,就业,政府机关,12500.0,深圳,5,是,上海 "
"9311","9311,男,电子信息,博士,考研,建筑,8000.0,广州,4,是,"
"9312","9312,女,机械工程,硕士,自由职业,政府机关,4000.0,上海,3,是,"
"9313","9313,男,临床医学,本科,考研,文化传媒,5500.0,杭州,2,否,"
"9314","9314,男,机械工程,博士,出国,教育,10000.0,杭州,3.863541432813123,否,"
"9315","9315,男,计算机,本科,考研,互联网,6500.0,深圳,1,是,"
"9316","9316,男,临床医学,本科,考研,文化传媒,,杭州,5,是,"
"9317","9317,女,电子信息,博士,出国,文化传媒,,成都,2,否,"
"9318","9318,男,金融学,本科,就业,医疗,2590167,深圳,3,是,"
"9319","9319,女,汉语言文学,硕士,就业,银行,14500.0,北京,2,是,"
"9320","9320, 女,机械工程,硕士,自由职业,教育,10000.0,上海,5,是,"
"9321","9321,女,临床医学,硕士,考研,制造业,8000.0,广州,1,否,"
"9322","9322,男,市场营销,博士,创业,教育,,上海,3,否,"
"9323","9323,女,土木工程,博士,自由职业,文化传媒,4500.0,深圳,5,是,上海 "
"9324","9324,男,市场营销,本科,公务员,互联网,10500.0,杭州,5,是,上海 "
"9325","9325,女,金融学,硕士,出国,互联网,12000.0,成都,5,是,"
"9326","9326,男,土木工程,本科,考研,教育,11000.0,南京,1,是,"
"9327","9327,女,机械工程,本科,出国,教育,,青岛,2.1807525342488634,否,"
"9328","9328,其他1,临床医学,博士,创业,制造业,9000.0,广州,2.6024295102881387,是,"
"9329","9329,男,市场营销,硕士,自由职业,政府机关,13500.0,武汉,5,是,"
"9330","9330,女,法学,硕士,公务员,文化传媒,12000.0,广州,5,是,"
"9331","9331,女,电子信息,博士,创业,银行,12000.0,广州,1,否,"
"9332","9332,女,金融学,,,教育,14500.0,上海,4,否,"
"9333","9333,男,临床医学,博士,创业,银行,未知,武汉,3,否,"
"9334","9334,男,临床医学,,考研,制造业,4000.0,成都,2,是,"
"9335","9335,女,汉语言文学,硕士,就业,政府机关,25208.339835110288,武汉,3.216331927370211,否,"
"9336","9336,男,计算机,博士,就业,医疗,7500.0,青岛,3,是,"
"9337","9337,男,计算机,博士,创业,建筑,8500.0,武汉,4,否,"
"9338","9338,男,环境工程,硕士,公务员,医疗,5500.0,广州,3,否,"
"9339","9339,女,临床医学,硕士,考研,建筑,14500.0,青岛,4,否,"
"9340","9340,女,计算机,博士,公务员,银行,8500.0,深圳,4,是,"
"9341","9341,男,,本科,考研,政府机关,7000.0,上海,1,是,"
"9342","9342,男,法学,博士,创业,互联网,8500.0,杭州,5,是,"
"9343","9343,女,汉语言文学,博士,就业,教育,11500.0,青岛,3,是,"
"9344","9344,男,,博士,就业,医疗,-5374,上海,3,否,"
"9345","9345,女,金融学,博士,自由职业,制造业,13500.0,广州,1,是,"
"9346","9346, 女,法学,本科,自由职业,文化传媒,5000.0,杭州,3,否,"
"9347","9347,男,环境工程,硕士,考研,建筑,5000.0,深圳,3,是,"
"9348","9348,女,法学,硕士,自由职业,教育,7500.0,杭州,5,是,"
"9349","9349,女,土木工程,本科,出国,教育,12500.0,深圳,3,否,"
"9350","9350,女,法学,硕士,考研,银行,14000.0,武汉,3,是,"
"9351","9351,女,汉语言文学,硕士,公务员,政府机关,未知,青岛,1.5789216379232924,是,"
"9352","9352,女,,硕士,创业,教育,14000.0,南京,3,否,"
"9353","9353,其他1,,博士,就业,教育,9500.0,西安,1.7332912560858569,否,"
"9354","9354,男,土木工程,硕士,,制造业,10500.0,西安,3,是,"
"9355","9355,女,市场营销,硕士,考研,制造业,13000.0,西安,4,否,"
"9356","9356,男,土木工程,硕士,出国,政府机关,10500.0,上海,2,是,"
"9357","9357,女,金融学,本科,公务员,制造业,8000.0,西安,2,是,"
"9358","9358,女,计算机,硕士,,互联网,未知,北京,2.535745516445205,否,"
"9359","9359,男,计算机,博士,就业,教育,14500.0,西安,4,是,"
"9360","9360,男,汉语言文学,博士,就业,银行,12500.0,杭州,2,是,"
"9361","9361,女,环境工程,硕士,自由职业,教育,6500.0,成都,3.9568198082975226,是,"
"9362","9362,男,金融学,博士,自由职业,文化传媒,7500.0,深圳,5,否,"
"9363","9363,其他1,金融学,博士,出国,政府机关,7500.0,成都,1,是,"
"9364","9364,其他1,,博士,考研,医疗,14000.0,北京,4,是,"
"9365","9365,男,电子信息,博士,就业,建筑,7500.0,北京,2,否,"
"9366","9366,其他1,市场营销,博士,创业,文化传媒,4500.0,成都,5,否,"
"9367","9367,男,临床医学,本科,自由职业,教育,14500.0,青岛,5,否,"
"9368","9368,男,电子信息,本科,就业,教育,12500.0,青岛,4.2185177148000585,否,"
"9369","9369,女,机械工程,硕士,自由职业,互联网,11500.0,成都,差,是,"
"9370","9370,女,机械工程,本科,就业,政府机关,未知,上海,1,否,上海 "
"9371","9371,男,机械工程,硕士,就业,建筑,12000.0,上海,2,是,"
"9372","9372,男,电子信息,博士,就业,银行,13500.0,杭州,2,是,"
"9373","9373,男,法学,硕士,,建筑,8500.0,杭州,3,否,"
"9374","9374,男,,本科,创业,制造业,14000.0,南京,2,是,"
"9375","9375,女,,本科,创业,银行,22648.569358092343,上海,3,否,"
"9376","9376,男,法学,本科,,医疗,7500.0,北京,5,是,上海 "
"9377","9377,男,法学,博士,出国,银行,47124.791816212935,北京,3,是,"
"9378","9378,男,法学,,考研,银行,6500.0,西安,2,是,"
"9379","9379,男,土木工程,博士,出国,政府机关,5500.0,青岛,2,否,"
"9380","9380,女,市场营销,博士,创业,医疗,12500.0,武汉,3,是,"
"9381","9381,女,,硕士,就业,政府机关,11000.0,杭州,5,是,"
"9382","9382, 女,电子信息,,考研,医疗,未知,杭州,5,是,"
"9383","9383,男,市场营销,硕士,就业,医疗,14000.0,青岛,2,是,上海 "
"9384","9384,女,土木工程,本科,考研,互联网,未知,广州,4,是,上海 "
"9385","9385,男,,本科,考研,互联网,9000.0,上海,3,是,"
"9386","9386,男,法学,硕士,创业,文化传媒,6500.0,西安,4,否,"
"9387","9387,女,市场营销,本科,考研,建筑,8500.0,西安,2.2084430911199338,否,"
"9388","9388,男,土木工程,本科,自由职业,医疗,4500.0,深圳,2,是,"
"9389","9389,女,,,出国,银行,10500.0,上海,3,是,"
"9390","9390,女,汉语言文学,本科,,教育,,北京,2,是,"
"9391","9391,其他1,,,创业,互联网,11000.0,青岛,4.225486448644582,是,上海 "
"9392","9392,女,,博士,考研,建筑,7500.0,南京,5,是,"
"9393","9393,男,电子信息,,公务员,建筑,10000.0,武汉,2,否,"
"9394","9394,男,土木工程,硕士,出国,教育,10500.0,青岛,4,否,"
"9395","9395,女,,硕士,自由职业,教育,8500.0,深圳,2.397983431903845,是,"
"9396","9396,男,,博士,创业,制造业,11000.0,南京,1,是,上海 "
"9397","9397,男,法学,博士,考研,互联网,14000.0,上海,3,否,"
"9398","9398,男,市场营销,本科,自由职业,医疗,7500.0,广州,2,是,"
"9399","9399,女,计算机,硕士,,建筑,10000.0,成都,5,是,"
"9400","9400,女,,,出国,政府机关,,深圳,4,否,"
"9401","9401,男,临床医学,博士,考研,制造业,7500.0,青岛,3,否,"
"9402","9402,男,,博士,,建筑,7000.0,广州,2,是,"
"9403","9403,女,环境工程,博士,就业,制造业,,青岛,3,是,"
"9404","9404,女,土木工程,,就业,教育,15000.0,上海,5,是,"
"9405","9405,男,,,考研,教育,9000.0,广州,5,是,"
"9406","9406,女,电子信息,博士,公务员,制造业,1793854,广州,4,是,"
"9407","9407,男,临床医学,硕士,考研,建筑,-4943,西安,3,是,"
"9408","9408,男,市场营销,博士,考研,文化传媒,13000.0,青岛,1,否,"
"9409","9409,女,计算机,博士,就业,医疗,6500.0,深圳,3,否,"
"9410","9410,男,法学,,自由职业,互联网,10000.0,深圳,4,是,"
"9411","9411,男,,硕士,公务员,建筑,9000.0,杭州,3,否,"
"9412","9412,女,,硕士,就业,建筑,3719062,南京,3,是,"
"9413","9413,其他1,,硕士,就业,建筑,5000.0,青岛,4,是,"
"9414","9414,女,机械工程,本科,,银行,,武汉,1,否,"
"9415","9415,女,电子信息,硕士,公务员,银行,8000.0,南京,5,否,"
"9416","9416,女,,硕士,就业,医疗,8000.0,成都,5,是,"
"9417","9417,男,汉语言文学,本科,公务员,建筑,5500.0,上海,3,否,"
"9418","9418,男,汉语言文学,硕士,自由职业,文化传媒,12500.0,西安,1,否,"
"9419","9419,男,计算机,硕士,出国,政府机关,10000.0,南京,3,否,"
"9420","9420,男,市场营销,硕士,创业,互联网,15000.0,北京,4,是,"
"9421","9421,女,金融学,本科,公务员,医疗,6000.0,深圳,1.3775498743545929,否,"
"9422","9422,其他1,市场营销,硕士,出国,银行,8500.0,广州,差,是,"
"9423","9423,女,金融学,硕士,考研,教育,26465.739758842003,成都,3,是,"
"9424","9424,其他1,,本科,公务员,建筑,1624066,成都,5,是,"
"9425","9425,女,法学,博士,创业,文化传媒,15000.0,北京,4,是,"
"9426","9426,男,,本科,,教育,未知,杭州,4,否,"
"9427","9427,女,,博士,自由职业,文化传媒,-7621,青岛,5,否,"
"9428","9428,男,临床医学,博士,公务员,政府机关,15000.0,上海,3,否,"
"9429","9429,男,市场营销,硕士,自由职业,制造业,15000.0,南京,4.336176616871028,否,"
"9430","9430, 女,土木工程,博士,出国,教育,6500.0,武汉,1,否,"
"9431","9431,女,,,就业,制造业,6000.0,成都,2,否,"
"9432","9432,男,法学,硕士,就业,建筑,10000.0,西安,4,否,"
"9433","9433,男,电子信息,硕士,自由职业,银行,4000.0,青岛,4,是,"
"9434","9434,女,,博士,就业,制造业,7500.0,上海,4,是,"
"9435","9435,男,环境工程,本科,出国,医疗,-1769,南京,4,否,"
"9436","9436,女,,博士,自由职业,教育,4500.0,青岛,2,否,"
"9437","9437,女,,硕士,公务员,建筑,7000.0,杭州,5,否,"
"9438","9438,女,,博士,出国,教育,8000.0,深圳,1.5703454661662677,是,"
"9439","9439,男,法学,本科,公务员,制造业,6000.0,武汉,2.9137944937005225,是,"
"9440","9440,女,土木工程,,自由职业,政府机关,4500.0,上海,5,否,"
"9441","9441,女,市场营销,本科,公务员,制造业,9500.0,深圳,4,是,"
"9442","9442, 女,临床医学,,,制造业,10000.0,深圳,5,否,"
"9443","9443,其他1,临床医学,本科,出国,文化传媒,1606257,深圳,3,是,"
