ID,性别,专业,学历,毕业去向,就业行业,期望薪资,工作城市,满意度评分,是否有实习经历
7117,男,土木工程,博士,考研,政府机关,9500,青岛,3,否
7118,女,土木工程,博士,出国,文化传媒,9500,上海,1,否
7119,女,市场营销,硕士,公务员,银行,13500,南京,1,否
7120,男,机械工程,本科,创业,制造业,5500,上海,2,是
7121,男,环境工程,博士,公务员,教育,13000,北京,4,否
7122,女,市场营销,本科,自由职业,医疗,7500,南京,3,否
7123,男,土木工程,硕士,就业,银行,13000,西安,5,否
7124,女,土木工程,硕士,自由职业,医疗,10500,武汉,2,是
7125,女,临床医学,博士,自由职业,银行,10500,广州,1,否
7126,女,土木工程,博士,出国,互联网,5500,北京,1,是
7127,男,市场营销,本科,创业,制造业,13500,西安,2,是
7128,男,汉语言文学,本科,创业,建筑,9500,深圳,4,是
7129,女,汉语言文学,本科,创业,文化传媒,15000,上海,3,是
7130,男,机械工程,硕士,创业,医疗,10500,杭州,3,是
7131,女,临床医学,硕士,出国,医疗,10500,西安,4,是
7132,男,计算机,本科,公务员,教育,14500,深圳,2,否
7133,男,汉语言文学,本科,就业,教育,11000,杭州,1,否
7134,男,电子信息,硕士,公务员,医疗,9500,青岛,5,否
7135,男,计算机,博士,公务员,政府机关,9500,青岛,5,否
7136,男,金融学,博士,出国,制造业,11000,青岛,4,否
7137,女,金融学,硕士,就业,文化传媒,13500,深圳,3,否
7138,男,临床医学,博士,考研,银行,9500,西安,2,是
7139,女,市场营销,硕士,创业,文化传媒,11500,广州,2,否
7140,男,机械工程,硕士,就业,政府机关,4500,上海,5,否
7141,男,机械工程,硕士,就业,教育,10500,上海,3,是
7142,女,市场营销,博士,公务员,银行,5500,西安,3,否
7143,男,汉语言文学,硕士,出国,银行,7500,武汉,2,否
7144,男,临床医学,本科,出国,制造业,13500,成都,1,是
7145,男,临床医学,博士,出国,医疗,11000,成都,2,否
7146,女,市场营销,硕士,公务员,建筑,8500,北京,5,是
7147,男,土木工程,博士,出国,教育,5500,南京,3,否
7148,女,金融学,硕士,就业,文化传媒,10000,南京,4,是
7149,女,汉语言文学,博士,出国,制造业,6500,青岛,4,否
7150,男,金融学,本科,考研,医疗,10000,北京,3,是
7151,男,环境工程,本科,自由职业,建筑,12500,南京,2,是
7152,男,土木工程,硕士,创业,互联网,10500,深圳,3,是
7153,女,计算机,本科,公务员,文化传媒,13000,武汉,3,是
7154,女,临床医学,本科,就业,医疗,5000,青岛,5,否
7155,男,计算机,博士,考研,制造业,6500,武汉,1,是
7156,女,土木工程,博士,创业,银行,10000,西安,1,是
7157,女,环境工程,博士,创业,文化传媒,4500,武汉,1,否
7158,男,金融学,硕士,考研,政府机关,8500,南京,2,是
7159,男,电子信息,博士,考研,教育,8500,广州,5,是
7160,男,临床医学,本科,创业,互联网,7500,深圳,1,是
7161,男,法学,硕士,创业,文化传媒,7000,成都,2,否
7162,男,电子信息,硕士,考研,文化传媒,11000,深圳,5,否
7163,男,临床医学,硕士,公务员,文化传媒,6500,杭州,1,是
7164,女,金融学,博士,就业,医疗,4000,杭州,1,是
7165,女,汉语言文学,博士,出国,政府机关,14500,南京,4,否
7166,女,法学,博士,自由职业,文化传媒,5500,南京,2,否
7167,男,法学,博士,公务员,建筑,9000,杭州,5,是
7168,男,市场营销,本科,考研,制造业,7000,青岛,2,是
7169,女,电子信息,博士,公务员,政府机关,9500,武汉,4,否
7170,男,汉语言文学,硕士,就业,制造业,13500,深圳,4,否
7171,男,计算机,博士,自由职业,银行,9000,武汉,1,是
7172,女,汉语言文学,本科,创业,文化传媒,14500,南京,2,否
7173,女,法学,硕士,公务员,互联网,11000,成都,2,是
7174,男,电子信息,博士,创业,教育,5500,深圳,4,是
7175,女,环境工程,本科,就业,教育,4500,上海,5,是
7176,女,法学,博士,自由职业,文化传媒,8000,南京,4,否
7177,男,土木工程,博士,考研,医疗,5500,杭州,1,是
7178,女,金融学,本科,考研,政府机关,12500,青岛,5,否
7179,女,临床医学,硕士,考研,互联网,11500,广州,2,是
7180,男,计算机,博士,公务员,政府机关,8000,深圳,4,是
7181,男,金融学,本科,出国,银行,6000,广州,1,否
7182,男,电子信息,硕士,考研,银行,7500,上海,1,是
7183,男,市场营销,硕士,公务员,医疗,11500,成都,3,否
7184,女,金融学,本科,就业,文化传媒,4000,广州,3,是
7185,男,机械工程,硕士,公务员,银行,12500,深圳,2,否
7186,女,金融学,博士,自由职业,建筑,11500,成都,5,否
7187,女,金融学,本科,考研,医疗,6000,深圳,4,否
7188,女,市场营销,博士,公务员,教育,15000,北京,3,是
7189,女,土木工程,博士,公务员,制造业,13000,南京,3,否
7190,男,临床医学,博士,考研,制造业,10500,北京,5,是
7191,男,临床医学,本科,就业,医疗,8000,北京,2,是
7192,男,临床医学,博士,自由职业,医疗,4500,南京,1,是
7193,女,土木工程,硕士,就业,政府机关,4500,青岛,4,否
7194,男,土木工程,硕士,考研,银行,9000,西安,2,是
7195,男,法学,博士,自由职业,银行,5000,南京,1,是
7196,女,环境工程,硕士,公务员,教育,15000,西安,5,否
7197,女,环境工程,博士,自由职业,政府机关,12500,上海,2,否
7198,女,环境工程,硕士,考研,政府机关,6500,杭州,5,否
7199,男,临床医学,硕士,创业,教育,7500,杭州,3,否
7200,女,土木工程,本科,自由职业,政府机关,10500,西安,2,是
7201,女,电子信息,硕士,出国,教育,14000,上海,1,是
7202,男,法学,博士,出国,互联网,10500,杭州,1,否
7203,男,计算机,博士,出国,互联网,10000,青岛,5,否
7204,女,汉语言文学,博士,创业,医疗,4500,深圳,3,否
7205,女,金融学,硕士,创业,教育,5000,南京,5,是
7206,男,计算机,博士,出国,政府机关,8000,广州,2,否
7207,女,临床医学,硕士,出国,政府机关,10500,深圳,3,否
7208,男,临床医学,本科,出国,制造业,9500,深圳,4,是
7209,女,市场营销,硕士,自由职业,制造业,4500,成都,2,否
7210,女,金融学,本科,出国,医疗,9000,成都,5,是
7211,女,计算机,硕士,创业,建筑,15000,西安,3,否
7212,男,环境工程,本科,公务员,政府机关,12000,南京,5,否
7213,男,汉语言文学,硕士,就业,文化传媒,15000,南京,2,是
7214,女,计算机,博士,考研,医疗,4000,南京,1,是
7215,男,市场营销,硕士,自由职业,互联网,6500,成都,4,是
7216,女,电子信息,本科,考研,建筑,15000,成都,2,是
7217,女,机械工程,硕士,出国,制造业,9500,北京,2,否
7218,女,金融学,博士,创业,政府机关,9500,杭州,5,是
7219,女,环境工程,硕士,就业,银行,6500,青岛,5,否
7220,女,临床医学,硕士,出国,互联网,8000,西安,2,否
7221,男,电子信息,硕士,考研,互联网,15000,深圳,1,否
7222,男,环境工程,博士,考研,建筑,12500,成都,5,是
7223,女,土木工程,硕士,自由职业,银行,5500,北京,2,否
7224,男,临床医学,硕士,就业,教育,5500,西安,2,否
7225,男,机械工程,本科,自由职业,互联网,13500,广州,5,否
7226,女,法学,硕士,创业,教育,11000,青岛,4,否
7227,男,环境工程,硕士,创业,互联网,6000,深圳,2,是
7228,男,机械工程,硕士,创业,制造业,10000,上海,4,否
7229,女,环境工程,博士,考研,银行,7500,北京,4,是
7230,女,汉语言文学,博士,自由职业,银行,15000,西安,5,是
7231,女,计算机,硕士,出国,制造业,8500,成都,1,是
7232,男,汉语言文学,本科,考研,教育,15000,上海,4,否
7233,女,市场营销,本科,考研,互联网,6500,武汉,3,是
7234,男,计算机,硕士,出国,医疗,11000,青岛,2,否
7235,男,汉语言文学,博士,出国,制造业,6000,青岛,3,是
7236,女,机械工程,博士,就业,教育,14000,成都,3,否
7237,男,汉语言文学,本科,公务员,建筑,10500,杭州,3,否
7238,女,土木工程,本科,公务员,医疗,13500,青岛,2,是
7239,女,电子信息,本科,考研,教育,14000,武汉,4,是
7240,男,法学,硕士,就业,建筑,7000,广州,1,是
7241,男,计算机,本科,就业,文化传媒,5500,深圳,3,否
7242,男,环境工程,硕士,公务员,政府机关,13000,上海,2,否
7243,女,机械工程,硕士,考研,互联网,6000,西安,2,否
7244,女,法学,硕士,就业,文化传媒,6000,深圳,1,是
7245,男,环境工程,硕士,就业,制造业,4000,广州,5,否
7246,女,市场营销,硕士,自由职业,政府机关,12000,北京,4,是
7247,男,市场营销,硕士,公务员,文化传媒,12000,青岛,5,否
7248,女,计算机,本科,就业,教育,10000,青岛,4,是
7249,女,市场营销,博士,考研,文化传媒,15000,北京,3,否
7250,女,土木工程,本科,考研,文化传媒,4000,广州,5,是
7251,女,临床医学,博士,就业,政府机关,10000,青岛,1,是
7252,女,临床医学,博士,自由职业,制造业,8000,武汉,3,否
7253,男,环境工程,本科,公务员,医疗,4000,成都,2,是
7254,男,土木工程,博士,创业,银行,15000,武汉,4,否
7255,女,汉语言文学,博士,就业,银行,7000,北京,2,是
7256,男,临床医学,博士,出国,政府机关,6000,深圳,4,是
7257,男,土木工程,硕士,自由职业,互联网,11500,成都,3,否
7258,男,金融学,本科,就业,银行,4000,杭州,2,是
7259,男,计算机,硕士,就业,制造业,10500,杭州,4,否
7260,女,环境工程,博士,创业,制造业,13000,南京,4,否
7261,女,机械工程,本科,创业,制造业,4500,成都,5,否
7262,男,金融学,本科,就业,互联网,13500,南京,1,否
7263,女,环境工程,本科,就业,教育,6000,西安,4,是
7264,女,金融学,本科,就业,医疗,13500,青岛,2,是
7265,男,计算机,本科,自由职业,建筑,9500,北京,4,否
7266,女,环境工程,博士,创业,政府机关,12000,广州,4,是
7267,女,电子信息,博士,出国,银行,10000,西安,4,是
7268,女,汉语言文学,本科,考研,制造业,10000,武汉,2,是
7269,女,临床医学,硕士,创业,互联网,5000,成都,1,否
7270,男,电子信息,硕士,创业,文化传媒,5000,上海,4,是
7271,男,环境工程,本科,公务员,互联网,13000,杭州,2,否
7272,男,土木工程,本科,出国,教育,4000,广州,5,否
7273,男,计算机,博士,出国,政府机关,10000,北京,5,是
7274,男,计算机,本科,自由职业,互联网,13500,上海,2,是
7275,女,金融学,硕士,公务员,政府机关,10500,北京,3,是
7276,男,汉语言文学,本科,就业,医疗,7500,青岛,2,是
7277,女,汉语言文学,硕士,创业,银行,5000,深圳,5,否
7278,女,市场营销,博士,考研,教育,4500,西安,4,否
7279,女,金融学,硕士,考研,制造业,7000,南京,5,是
7280,男,计算机,本科,就业,互联网,15000,成都,3,否
7281,女,环境工程,硕士,公务员,建筑,5000,南京,3,是
7282,女,计算机,本科,出国,银行,12000,武汉,1,否
7283,男,临床医学,博士,自由职业,建筑,5000,杭州,3,否
7284,男,法学,博士,出国,医疗,4500,南京,3,是
7285,女,市场营销,硕士,就业,银行,6000,青岛,2,是
7286,女,计算机,本科,创业,医疗,5000,西安,1,否
7287,男,法学,博士,考研,政府机关,14500,深圳,1,否
7288,男,临床医学,硕士,创业,政府机关,15000,深圳,4,否
7289,女,机械工程,博士,自由职业,银行,9000,武汉,4,否
7290,男,环境工程,硕士,考研,文化传媒,15000,成都,4,否
7291,女,土木工程,本科,公务员,医疗,9000,南京,2,是
7292,女,机械工程,硕士,创业,教育,5500,上海,1,是
7293,女,法学,本科,考研,银行,7500,杭州,1,是
7294,女,电子信息,博士,公务员,医疗,6500,青岛,4,是
7295,男,市场营销,本科,自由职业,制造业,7500,深圳,4,是
7296,女,法学,本科,公务员,医疗,15000,西安,5,否
7297,女,市场营销,博士,出国,文化传媒,10500,成都,5,是
7298,男,机械工程,本科,考研,互联网,4000,北京,2,是
7299,女,土木工程,本科,自由职业,文化传媒,11000,南京,2,是
7300,女,市场营销,硕士,出国,教育,15000,广州,2,是
7301,女,电子信息,博士,出国,制造业,5500,成都,5,否
7302,女,汉语言文学,博士,就业,政府机关,10000,成都,5,否
7303,女,土木工程,硕士,出国,政府机关,14500,武汉,5,是
7304,男,土木工程,博士,考研,银行,8000,杭州,3,否
7305,女,金融学,博士,公务员,文化传媒,9500,成都,5,否
7306,男,市场营销,硕士,考研,教育,5500,西安,5,否
7307,女,环境工程,硕士,自由职业,医疗,14000,成都,3,是
7308,女,金融学,本科,公务员,文化传媒,11000,上海,4,是
7309,女,计算机,博士,考研,银行,13000,成都,5,否
7310,女,金融学,博士,公务员,政府机关,9500,南京,5,是
7311,女,土木工程,本科,考研,医疗,7500,武汉,3,否
7312,女,临床医学,本科,自由职业,医疗,7000,北京,5,是
7313,女,汉语言文学,硕士,自由职业,建筑,9000,深圳,5,是
7314,女,机械工程,博士,考研,银行,13000,广州,1,否
7315,男,金融学,硕士,创业,教育,6000,深圳,2,是
7316,女,电子信息,本科,自由职业,政府机关,5000,成都,1,否
7317,男,计算机,本科,自由职业,银行,8500,上海,2,是
7318,男,环境工程,硕士,自由职业,政府机关,7500,杭州,3,是
7319,男,法学,硕士,创业,医疗,11000,武汉,5,否
7320,男,市场营销,博士,公务员,互联网,9500,西安,1,是
7321,女,市场营销,硕士,创业,政府机关,11500,广州,5,是
7322,男,计算机,本科,自由职业,制造业,5000,北京,1,是
7323,女,临床医学,硕士,考研,制造业,7000,南京,4,否
7324,男,环境工程,博士,考研,医疗,7000,深圳,2,否
7325,女,金融学,硕士,自由职业,教育,4000,南京,3,是
7326,男,环境工程,硕士,公务员,互联网,4500,深圳,5,是
7327,女,法学,本科,出国,医疗,12000,深圳,4,是
7328,男,临床医学,硕士,出国,互联网,8500,上海,2,是
7329,女,土木工程,本科,公务员,政府机关,15000,南京,1,否
7330,男,市场营销,博士,出国,医疗,9500,杭州,2,否
7331,女,市场营销,硕士,出国,文化传媒,15000,北京,5,否
7332,男,电子信息,博士,自由职业,建筑,5500,青岛,1,是
7333,男,计算机,本科,考研,制造业,12500,武汉,2,否
7334,女,市场营销,博士,就业,银行,13000,广州,5,是
7335,女,金融学,本科,考研,银行,4500,杭州,2,是
7336,男,市场营销,硕士,出国,政府机关,5000,广州,4,是
7337,男,临床医学,博士,就业,制造业,7500,北京,4,否
7338,男,临床医学,本科,出国,互联网,8000,北京,3,否
7339,男,汉语言文学,博士,考研,政府机关,11000,西安,2,否
7340,男,金融学,硕士,自由职业,政府机关,8500,武汉,4,否
7341,男,计算机,本科,公务员,互联网,13000,上海,1,是
7342,女,机械工程,本科,自由职业,医疗,10500,西安,3,否
7343,男,金融学,博士,创业,制造业,13000,南京,2,是
7344,女,法学,本科,出国,互联网,8500,青岛,3,否
7345,男,电子信息,本科,考研,医疗,6000,青岛,5,是
7346,男,金融学,博士,创业,制造业,12000,深圳,1,否
7347,女,电子信息,博士,自由职业,政府机关,8500,南京,3,是
7348,男,土木工程,硕士,公务员,文化传媒,6500,成都,4,否
7349,男,汉语言文学,本科,创业,银行,13000,上海,4,否
7350,男,临床医学,本科,创业,教育,9000,成都,2,否
7351,女,机械工程,本科,出国,建筑,5000,南京,1,是
7352,女,临床医学,硕士,出国,银行,7000,青岛,4,是
7353,男,法学,本科,就业,医疗,8000,南京,4,否
7354,男,市场营销,硕士,公务员,互联网,6000,武汉,1,否
7355,女,机械工程,本科,出国,制造业,9500,上海,4,是
7356,女,计算机,博士,出国,文化传媒,8000,南京,1,否
7357,女,环境工程,硕士,就业,文化传媒,9000,上海,4,是
7358,男,法学,硕士,考研,医疗,13000,南京,2,是
7359,男,计算机,硕士,出国,文化传媒,12000,深圳,3,否
7360,女,计算机,博士,自由职业,银行,13500,广州,1,否
7361,女,电子信息,本科,就业,银行,8500,广州,2,是
7362,女,临床医学,硕士,创业,医疗,14500,南京,3,否
7363,男,土木工程,本科,考研,政府机关,14500,青岛,3,否
7364,男,土木工程,本科,创业,建筑,8500,武汉,4,否
7365,男,金融学,硕士,就业,医疗,15000,北京,4,是
7366,女,市场营销,硕士,自由职业,文化传媒,13000,杭州,5,否
7367,女,临床医学,硕士,就业,互联网,12500,广州,3,是
7368,男,金融学,硕士,出国,文化传媒,8000,上海,3,是
7369,男,临床医学,硕士,创业,制造业,9500,杭州,2,是
7370,男,环境工程,本科,公务员,政府机关,8000,西安,4,否
7371,女,市场营销,博士,考研,建筑,13000,成都,3,是
7372,女,环境工程,博士,公务员,建筑,12500,成都,5,否
7373,男,法学,硕士,就业,互联网,9500,西安,5,是
7374,男,市场营销,硕士,出国,制造业,10000,武汉,5,是
7375,男,临床医学,博士,创业,互联网,5000,广州,4,否
7376,男,电子信息,硕士,出国,建筑,13500,上海,2,是
7377,男,环境工程,硕士,公务员,建筑,5000,南京,5,是
7378,女,汉语言文学,博士,自由职业,政府机关,13000,上海,1,否
7379,男,土木工程,博士,就业,文化传媒,13000,成都,4,否
7380,男,金融学,本科,就业,政府机关,14500,广州,2,否
7381,女,环境工程,博士,考研,互联网,7500,北京,4,是
7382,女,电子信息,硕士,公务员,银行,7000,广州,5,否
7383,女,临床医学,博士,创业,文化传媒,4500,南京,4,是
7384,男,电子信息,博士,公务员,互联网,14500,武汉,4,是
7385,男,汉语言文学,本科,创业,银行,8000,南京,5,是
7386,男,环境工程,硕士,自由职业,互联网,5000,西安,1,是
7387,男,市场营销,博士,自由职业,银行,11000,武汉,1,是
7388,男,计算机,博士,出国,银行,10000,青岛,4,是
7389,女,机械工程,本科,自由职业,制造业,15000,青岛,2,是
7390,男,市场营销,硕士,创业,文化传媒,14000,武汉,1,是
7391,女,电子信息,硕士,出国,银行,4500,武汉,1,是
7392,女,计算机,硕士,考研,政府机关,11500,西安,1,是
7393,女,计算机,硕士,就业,政府机关,15000,上海,1,否
7394,男,计算机,博士,创业,互联网,4000,上海,3,否
7395,女,计算机,硕士,创业,互联网,14000,广州,1,是
7396,男,临床医学,博士,自由职业,教育,9500,杭州,1,否
7397,女,环境工程,博士,公务员,银行,8000,南京,1,是
7398,男,机械工程,硕士,就业,政府机关,9500,成都,3,否
7399,女,金融学,本科,考研,建筑,10500,广州,3,否
7400,女,计算机,本科,就业,互联网,13500,北京,3,是
7401,男,法学,硕士,就业,文化传媒,9500,上海,5,否
7402,女,汉语言文学,本科,公务员,教育,4000,武汉,2,是
7403,男,土木工程,本科,就业,建筑,4000,西安,1,是
7404,女,金融学,博士,创业,建筑,8000,上海,4,否
7405,女,计算机,博士,公务员,医疗,11000,南京,4,是
7406,女,临床医学,本科,考研,文化传媒,7000,北京,2,是
7407,女,临床医学,博士,自由职业,医疗,15000,西安,2,是
7408,男,计算机,博士,考研,制造业,15000,上海,4,否
7409,男,机械工程,本科,自由职业,建筑,4000,杭州,1,是
7410,女,汉语言文学,本科,就业,政府机关,10500,南京,1,是
7411,女,市场营销,硕士,公务员,教育,11500,青岛,3,是
7412,男,土木工程,本科,出国,医疗,13500,广州,3,否
7413,女,电子信息,硕士,考研,建筑,9500,深圳,2,否
7414,女,电子信息,博士,就业,建筑,7000,深圳,5,否
7415,男,法学,硕士,就业,医疗,5500,北京,5,是
7416,女,市场营销,硕士,就业,银行,14000,杭州,2,是
7417,男,法学,博士,公务员,建筑,12500,上海,2,是
7418,女,市场营销,本科,自由职业,互联网,6500,广州,5,否
7419,男,计算机,博士,就业,文化传媒,15000,杭州,1,否
7420,女,法学,本科,创业,政府机关,13500,成都,1,是
7421,男,临床医学,硕士,创业,教育,5000,深圳,3,是
7422,男,金融学,博士,自由职业,医疗,12500,武汉,4,否
7423,女,计算机,博士,出国,政府机关,13000,武汉,3,否
7424,男,金融学,本科,就业,银行,4000,深圳,4,是
7425,男,临床医学,硕士,公务员,教育,7500,成都,2,否
7426,女,法学,博士,考研,建筑,7500,广州,2,否
7427,男,土木工程,硕士,出国,医疗,14500,西安,4,是
7428,女,计算机,本科,自由职业,政府机关,5000,西安,1,是
7429,男,临床医学,博士,自由职业,医疗,6500,青岛,1,否
7430,男,土木工程,本科,考研,建筑,6500,西安,2,否
7431,男,临床医学,博士,考研,制造业,7500,西安,4,是
7432,男,计算机,硕士,公务员,教育,7500,青岛,3,否
7433,女,市场营销,硕士,创业,制造业,12000,深圳,2,是
7434,男,电子信息,硕士,公务员,制造业,12000,广州,4,是
7435,女,机械工程,本科,出国,制造业,11500,西安,4,否
7436,女,临床医学,硕士,创业,教育,8000,杭州,3,否
7437,女,电子信息,本科,就业,文化传媒,13500,武汉,3,是
7438,男,计算机,硕士,出国,医疗,10000,广州,4,否
7439,男,电子信息,博士,考研,建筑,15000,南京,2,是
7440,男,汉语言文学,博士,出国,互联网,9000,上海,4,否
7441,女,市场营销,硕士,考研,互联网,5500,上海,3,是
7442,女,土木工程,本科,考研,银行,13000,武汉,2,否
7443,男,土木工程,本科,创业,互联网,11000,深圳,1,否
7444,女,法学,硕士,自由职业,互联网,6500,成都,1,是
7445,女,金融学,硕士,自由职业,文化传媒,14000,武汉,2,否
7446,男,土木工程,硕士,就业,建筑,12000,杭州,2,否
7447,女,计算机,博士,公务员,教育,11000,北京,1,否
7448,男,法学,本科,考研,银行,5500,武汉,3,是
7449,女,汉语言文学,本科,自由职业,政府机关,11500,广州,2,是
7450,男,汉语言文学,博士,出国,互联网,13500,杭州,4,是
7451,女,法学,博士,创业,互联网,11500,青岛,2,是
7452,女,临床医学,硕士,创业,政府机关,8500,南京,4,否
7453,女,法学,博士,自由职业,建筑,10500,青岛,1,是
7454,女,电子信息,博士,创业,教育,4000,武汉,5,否
7455,女,汉语言文学,本科,就业,银行,5000,武汉,2,是
7456,女,电子信息,本科,创业,教育,15000,杭州,4,是
7457,女,计算机,博士,就业,政府机关,13000,上海,3,是
7458,男,环境工程,本科,就业,政府机关,15000,西安,3,否
7459,男,环境工程,硕士,出国,教育,15000,杭州,2,是
7460,男,市场营销,博士,考研,建筑,7000,北京,3,否
7461,女,机械工程,本科,考研,文化传媒,12500,杭州,1,否
7462,男,金融学,硕士,出国,互联网,10000,上海,3,否
7463,男,机械工程,博士,创业,银行,7000,成都,1,是
7464,男,环境工程,博士,创业,制造业,13500,北京,4,是
7465,男,计算机,博士,出国,教育,15000,成都,4,否
7466,女,电子信息,本科,出国,建筑,7000,深圳,3,是
7467,女,临床医学,硕士,自由职业,医疗,9500,上海,2,是
7468,男,金融学,硕士,自由职业,建筑,12500,杭州,2,是
7469,男,土木工程,本科,公务员,政府机关,10000,南京,1,否
7470,女,环境工程,博士,自由职业,建筑,14500,青岛,2,否
7471,女,市场营销,硕士,创业,政府机关,5000,上海,1,是
7472,男,汉语言文学,本科,考研,制造业,5000,西安,2,否
7473,男,临床医学,硕士,创业,教育,8000,成都,5,是
7474,女,市场营销,博士,考研,教育,8000,杭州,5,是
7475,女,市场营销,本科,自由职业,文化传媒,9000,南京,4,是
7476,女,市场营销,硕士,出国,政府机关,11500,青岛,1,是
7477,女,市场营销,硕士,就业,政府机关,10000,广州,4,否
7478,女,电子信息,本科,出国,教育,11000,青岛,5,否
7479,男,机械工程,硕士,自由职业,建筑,12500,青岛,4,是
7480,男,电子信息,博士,考研,制造业,14500,西安,4,是
7481,女,法学,硕士,自由职业,互联网,5500,南京,1,是
7482,女,机械工程,硕士,公务员,教育,9500,武汉,2,是
7483,女,汉语言文学,硕士,公务员,政府机关,14500,杭州,4,否
7484,女,金融学,硕士,出国,医疗,11000,青岛,2,否
7485,女,计算机,博士,自由职业,银行,13500,杭州,5,否
7486,男,汉语言文学,硕士,创业,教育,6500,成都,4,否
7487,男,计算机,博士,公务员,建筑,11000,北京,4,是
7488,男,机械工程,硕士,自由职业,制造业,8000,深圳,4,否
7489,男,金融学,本科,就业,制造业,7000,西安,3,是
7490,男,计算机,硕士,创业,制造业,11500,上海,2,否
7491,男,金融学,硕士,创业,文化传媒,5000,武汉,5,是
7492,男,临床医学,博士,创业,银行,5500,杭州,5,否
7493,女,土木工程,本科,就业,互联网,13000,上海,4,是
7494,女,机械工程,本科,出国,政府机关,14000,广州,3,是
7495,女,金融学,本科,考研,文化传媒,5000,上海,3,否
7496,男,市场营销,博士,自由职业,互联网,14500,南京,2,是
7497,男,法学,博士,就业,文化传媒,9500,深圳,4,否
7498,男,市场营销,本科,考研,政府机关,10500,杭州,4,是
7499,男,汉语言文学,博士,创业,文化传媒,9000,杭州,1,是
7500,男,电子信息,本科,自由职业,医疗,13000,西安,4,否
7501,男,计算机,博士,考研,文化传媒,11500,北京,5,否
7502,女,计算机,博士,考研,文化传媒,12500,杭州,3,是
7503,女,金融学,本科,创业,建筑,15000,深圳,3,否
7504,男,汉语言文学,硕士,出国,建筑,14500,上海,2,是
7505,男,环境工程,本科,就业,文化传媒,8000,广州,3,是
7506,女,法学,本科,就业,文化传媒,12500,西安,4,是
7507,女,机械工程,本科,考研,教育,7500,西安,1,是
7508,女,临床医学,硕士,公务员,银行,13500,成都,3,否
7509,男,环境工程,本科,就业,银行,9000,北京,5,否
7510,女,机械工程,博士,出国,银行,10000,西安,3,否
7511,男,机械工程,硕士,考研,文化传媒,10500,深圳,1,是
7512,女,临床医学,本科,就业,银行,13500,成都,1,是
7513,男,环境工程,本科,考研,银行,11000,上海,2,否
7514,女,金融学,本科,考研,文化传媒,9500,杭州,2,否
7515,女,电子信息,硕士,出国,文化传媒,4000,西安,2,是
7516,男,金融学,本科,出国,文化传媒,14500,北京,4,是
7517,男,市场营销,博士,创业,建筑,13500,西安,5,否
7518,女,法学,硕士,公务员,银行,7500,武汉,5,是
7519,男,市场营销,本科,公务员,建筑,4500,深圳,2,是
7520,男,临床医学,本科,出国,银行,7500,广州,4,否
7521,女,机械工程,博士,公务员,政府机关,8000,上海,2,否
7522,男,土木工程,硕士,出国,教育,13000,杭州,1,否
7523,男,汉语言文学,博士,创业,教育,8000,青岛,3,否
7524,男,环境工程,本科,创业,互联网,4500,上海,5,否
7525,男,电子信息,本科,自由职业,银行,14500,广州,5,否
7526,女,土木工程,本科,出国,政府机关,9500,深圳,1,是
7527,男,环境工程,硕士,考研,医疗,7500,上海,3,是
7528,女,金融学,博士,考研,文化传媒,5500,深圳,5,否
7529,女,机械工程,博士,自由职业,医疗,13000,西安,2,否
7530,男,计算机,博士,公务员,政府机关,8500,武汉,1,否
7531,女,市场营销,硕士,就业,建筑,6500,上海,2,否
7532,男,临床医学,硕士,就业,制造业,6500,上海,3,是
7533,男,机械工程,博士,创业,教育,14500,西安,3,是
7534,女,电子信息,博士,就业,建筑,8500,深圳,1,否
7535,男,汉语言文学,博士,就业,文化传媒,6500,成都,3,是
7536,女,法学,本科,考研,银行,11500,广州,1,是
7537,男,法学,博士,考研,医疗,6000,北京,4,是
7538,女,金融学,博士,就业,政府机关,9000,广州,2,否
7539,女,电子信息,博士,考研,医疗,15000,青岛,1,否
7540,女,金融学,本科,就业,文化传媒,7000,深圳,4,是
7541,男,机械工程,本科,创业,互联网,4000,深圳,4,否
7542,女,金融学,硕士,自由职业,医疗,14500,青岛,5,是
7543,女,土木工程,本科,公务员,银行,13500,上海,3,是
7544,男,环境工程,博士,公务员,政府机关,11500,武汉,4,否
7545,男,机械工程,本科,创业,医疗,14000,武汉,5,否
7546,女,法学,本科,考研,互联网,9500,南京,2,否
7547,女,临床医学,本科,公务员,政府机关,10500,南京,1,否
7548,女,市场营销,本科,公务员,制造业,6000,广州,4,否
7549,男,汉语言文学,本科,创业,医疗,13000,深圳,5,是
7550,女,市场营销,本科,就业,互联网,10500,西安,5,否
7551,女,市场营销,硕士,公务员,制造业,6500,广州,3,是
7552,男,金融学,硕士,考研,教育,10500,西安,5,否
7553,男,机械工程,本科,出国,建筑,14000,北京,4,是
7554,男,环境工程,本科,考研,互联网,14500,杭州,1,否
7555,女,环境工程,博士,考研,互联网,7500,青岛,1,是
7556,男,市场营销,硕士,公务员,银行,12500,北京,1,是
7557,女,土木工程,博士,就业,银行,15000,武汉,4,否
7558,女,法学,本科,公务员,建筑,10500,成都,5,是
7559,男,土木工程,硕士,公务员,教育,12500,上海,3,否
7560,男,临床医学,硕士,考研,教育,12000,西安,3,是
7561,女,临床医学,硕士,自由职业,医疗,15000,杭州,3,是
7562,女,临床医学,硕士,公务员,制造业,11000,北京,2,否
7563,女,汉语言文学,博士,创业,互联网,4500,深圳,4,是
